study_id,author,year,sample_size,mean_age,sd_age,percent_male,combined_clinical_group,clinical_group,comparison_group,measure_type,belief_type,symptom_subtype,trauma_subtype,psychosis_specificity,suicidal_ideation,effect_size,effect_size_type,effect_size_sd,effect_size_se,ci_lower,ci_upper,p_value,bcss_pos_self_mean,bcss_pos_self_sd,bcss_neg_self_mean,bcss_neg_self_sd,bcss_pos_other_mean,bcss_pos_other_sd,bcss_neg_other_mean,bcss_neg_other_sd,symptom_measure,symptom_score_mean,symptom_score_sd,depression_measure,depression_score_mean,depression_score_sd,notes,ephpp_global_rating,effect_size_r,fishers_z,fishers_z_se,belief_category,symptom_category,trauma_category
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_self,physical_neglect,physical_neglect,NA,NA,0.181,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.181,0.1830163661721465,0.036785594638885484,negative_self,NA,physical_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_self,physical_neglect,physical_neglect,NA,NA,-0.05,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.05,-0.05004172927849133,0.031068488300060003,negative_self,NA,physical_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_other,physical_neglect,physical_neglect,NA,NA,0.087,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.087,0.08722050326312045,0.036785594638885484,negative_other,NA,physical_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_other,physical_neglect,physical_neglect,NA,NA,-0.009,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.009,-0.009000243011810448,0.031068488300060003,negative_other,NA,physical_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_self,emotional_neglect,emotional_neglect,NA,NA,-0.298,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.298,-0.30732324661911214,0.036785594638885484,positive_self,NA,emotional_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_self,emotional_neglect,emotional_neglect,NA,NA,-0.407,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.407,-0.43201032905833187,0.031068488300060003,positive_self,NA,emotional_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_other,emotional_neglect,emotional_neglect,NA,NA,-0.144,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.144,-0.14500789789900048,0.036785594638885484,positive_other,NA,emotional_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_other,emotional_neglect,emotional_neglect,NA,NA,-0.155,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.155,-0.15625949779936005,0.031068488300060003,positive_other,NA,emotional_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_self,emotional_neglect,emotional_neglect,NA,NA,0.197,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.197,0.1996094958056058,0.036785594638885484,negative_self,NA,emotional_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_self,emotional_neglect,emotional_neglect,NA,NA,-0.011,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.011,-0.01100044369887962,0.031068488300060003,negative_self,NA,emotional_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_other,emotional_neglect,emotional_neglect,NA,NA,0.128,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.128,0.12870600407451238,0.036785594638885484,negative_other,NA,emotional_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_other,emotional_neglect,emotional_neglect,NA,NA,-0.006,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.006,-0.006000072001555261,0.031068488300060003,negative_other,NA,emotional_neglect
60,Vorontsova et al,2013,60,40.1,10.7,32,psychosis,PD,NA,BCSS,negative_self,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03,5.94,4.83,3.57,9.57,5.79,11.35,6.83,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.13245323570650439,negative_self,NA,NA
61,Waite,2019,60,41.9,11.7,60,psychosis,SZ,NA,BCSS,negative_self,total_negative_voice_content,NA,auditory_hallucinations,NA,0.473,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.473,0.5139279339606339,0.13245323570650439,negative_self,voice_hearing,NA
61,Waite,2019,60,41.9,11.7,60,psychosis,SZ,NA,BCSS,positive_self,total_negative_voice_content,NA,auditory_hallucinations,NA,-0.321,pearsons_r,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.321,-0.33276158848181453,0.13245323570650439,positive_self,voice_hearing,NA
61,Waite,2019,60,41.9,11.7,60,psychosis,SZ,NA,BCSS,negative_self,total_positive_voice_content,NA,auditory_hallucinations,NA,-0.384,pearsons_r,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.384,-0.40474308632204753,0.13245323570650439,negative_self,voice_hearing,NA
61,Waite,2019,60,41.9,11.7,60,psychosis,SZ,NA,BCSS,positive_self,total_positive_voice_content,NA,auditory_hallucinations,NA,0.262,pearsons_r,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.262,0.268254609250343,0.13245323570650439,positive_self,voice_hearing,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,negative_self,delusions_presence,NA,unusual_beliefs,NA,0.29,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.29,0.2985662636601784,0.06262242910851495,negative_self,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,negative_other,delusions_presence,NA,unusual_beliefs,NA,0.29,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.29,0.2985662636601784,0.06262242910851495,negative_other,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,negative_self,delusions_distress,NA,unusual_beliefs_distress,NA,0.22,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.22,0.22365610902183242,0.06262242910851495,negative_self,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,positive_self,delusions_distress,NA,unusual_beliefs_distress,NA,-0.28,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.28,-0.2876820724517809,0.06262242910851495,positive_self,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,positive_self,delusions_presence,NA,unusual_beliefs,NA,-0.09,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.09,-0.09024418785614684,0.06262242910851495,positive_self,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,negative_other,delusions_distress,NA,unusual_beliefs_distress,NA,0.25,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.25,0.25541281188299536,0.06262242910851495,negative_other,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,positive_other,delusions_presence,NA,unusual_beliefs,NA,-0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.11,-0.1104469157900972,0.06262242910851495,positive_other,NA,NA
62,Zamperoni,2022,258,33.62,12.04,77,non_clinical_ples,non_clinical,NA,BCSS,positive_other,delusions_distress,NA,unusual_beliefs_distress,NA,-0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.11,-0.1104469157900972,0.06262242910851495,positive_other,NA,NA
